query,respond,type
记者{len(2)},语法错误，限制条件格式错误,8
(n)请{($1)>2},(n)请{len($1)>2},8
，@@环境,，@环境,8
，n齐nz{$1=$2},，(n)齐(nz){$1=$2},8
(r)机会{($1)>2},(r)机会{len($1)>2},8
这样***。,这样*。,8
变革{len(2)},语法错误，限制条件格式错误,8
干脆nz。s{$1=$2},干脆(nz)。(s){$1=$2},8
还是{len(2)},语法错误，限制条件格式错误,8
(n)张{($1)>2},(n)张{len($1)>2},8
(w)病{($1)>1},(w)病{len($1)>1},8
